,category,reviewTitle,rating,relevanceScore
12823,beli-harddisk-eksternal,Barang Palsu dk bermutu,1,21.51
13081,beli-harddisk-eksternal,ada plu dan minus,2,33.11
13233,beli-harddisk-eksternal,Jelek,2,21.51
13280,beli-harddisk-eksternal,barang tidak sesuai pesanan,1,23.14
13282,beli-harddisk-eksternal,tv juc,1,21.29
13289,beli-harddisk-eksternal,mengecewakan,1,29.01
13290,beli-harddisk-eksternal,tidak sesuai harapn,1,29.01
13291,beli-harddisk-eksternal,"kecewa berat..barang sih cepet sampenya..tp flash discnya gk bisa dipake , baru mau dicoba minta format terus..mana capacityny ternyta cuma 8.00mb...bener2 abal2 flashdiscnya.😠",1,29.01
13292,beli-harddisk-eksternal,toshiba hayabusa,2,29.01
13293,beli-harddisk-eksternal,PRODUK JELEX,1,22.49
14049,beli-harddisk-eksternal,Garis merah dilayar,1,32.83
14050,beli-harddisk-eksternal,Kecewa layanan Prioritas,1,32.76
14056,beli-harddisk-eksternal,Lama pengiriman nya Tv Samsung,2,32.01
14126,beli-harddisk-eksternal,barang saya belum sampai,1,28.99
14146,beli-harddisk-eksternal,Nanya,1,27.59
14158,beli-harddisk-eksternal,Lama Banget,1,27
14166,beli-harddisk-eksternal,Sampai mana pesanan saya?,1,26.6
14167,beli-harddisk-eksternal,Peringatan!!! BARANG TIDAK SESUAI DENGAN GAMBAR,1,26.57
14169,beli-harddisk-eksternal,kurang puas,1,26.54
14179,beli-harddisk-eksternal,Telat pengiriman,2,26.21
14220,beli-harddisk-eksternal,Barng saya belum sampai,1,24.52
14294,beli-harddisk-eksternal,Tolol,1,23.34
14325,beli-harddisk-eksternal,Pesanan 356366413,1,22.95
14350,beli-harddisk-eksternal,Kurang puas,2,22.49
14368,beli-harddisk-eksternal,"tv saya rusak..., mau komplain/perbaikan geransinya bagaimn ya (Saya dibatujajar bandung barat )",1,21.51
14380,beli-harddisk-eksternal,Satu bintang,1,21.51
14393,beli-harddisk-eksternal,Tv gw blum dkirim2,1,20.51
14395,beli-harddisk-eksternal,Barang belum diterima,1,20.51
14406,beli-harddisk-eksternal,top dah semoga awet iya,2,20.02
14409,beli-harddisk-eksternal,Lambat,1,19.93
14581,beli-harddisk-eksternal,Kecewa,1,17.95
14586,beli-harddisk-eksternal,Dua Bintang,2,17.71
14587,beli-harddisk-eksternal,Satu bintang,1,17.7
14596,beli-harddisk-eksternal,Lama,1,17.57
14599,beli-harddisk-eksternal,Tanya,2,17.21
14686,beli-harddisk-eksternal,Kurang puas,2,17
14791,beli-harddisk-eksternal,Cicilan,1,15.61
15062,beli-harddisk-eksternal,PELAYANAN BURUK,1,46.85
15063,beli-harddisk-eksternal,SUDAH 2 MINGGU BARANG BELUM DATANG,1,46.73
15197,beli-harddisk-eksternal,KECEWA,1,36.92
15347,beli-harddisk-eksternal,kecewa,1,32.84
15350,beli-harddisk-eksternal,Garansi Petir dan Antena Booster,1,32.78
15351,beli-harddisk-eksternal,Pesanan yg tak kunjung datang,1,32.69
15353,beli-harddisk-eksternal,Ga jelas,1,32.51
15354,beli-harddisk-eksternal,Batalkan,1,32.17
15355,beli-harddisk-eksternal,bad seller,1,32.17
15369,beli-harddisk-eksternal,KECEWA,1,31.94
15370,beli-harddisk-eksternal,Tepu tepu,1,31.89
15374,beli-harddisk-eksternal,pengiriman lama,1,31.76
15375,beli-harddisk-eksternal,Lazada koplak barang gw manaaaa????,1,31.76
15377,beli-harddisk-eksternal,Pengiriman lama,2,31.67
15393,beli-harddisk-eksternal,Kali ini KECEWA,1,31.62
15438,beli-harddisk-eksternal,Parah banget,1,31.37
15440,beli-harddisk-eksternal,Pelayanan gak bagus.,1,31.34
15485,beli-harddisk-eksternal,"Kecewa barang ga dateng""",1,30.51
15486,beli-harddisk-eksternal,Pelayanan yang sangat buruk,1,30.51
15487,beli-harddisk-eksternal,Not recommended,1,30.51
15490,beli-harddisk-eksternal,kecewa,1,30.51
15497,beli-harddisk-eksternal,Barang belum sampai,1,30.34
15513,beli-harddisk-eksternal,kurir ga jujur,1,29.99
15582,beli-harddisk-eksternal,Penipuan!!!!,1,29.17
15594,beli-harddisk-eksternal,diluar perkiraan,2,29.01
15597,beli-harddisk-eksternal,Kapok kapok,1,29.01
15611,beli-harddisk-eksternal,Sharp 24 icn,1,28.99
15614,beli-harddisk-eksternal,Bingung,1,28.91
15664,beli-harddisk-eksternal,TV belum datang,2,28.22
15665,beli-harddisk-eksternal,menang merk,1,28.2
15676,beli-harddisk-eksternal,Menunggu sampai bosan,1,28.01
15679,beli-harddisk-eksternal,Barang belum diterima,1,28.01
15680,beli-harddisk-eksternal,Kecewa bener,1,28.01
15682,beli-harddisk-eksternal,Barang pesanan blm datang,1,28.01
15684,beli-harddisk-eksternal,BETEEEEE...,1,28.01
15685,beli-harddisk-eksternal,Lambat,1,28.01
15705,beli-harddisk-eksternal,Pelayanan yang tidak memuaskan dan sangat mengecewakan,1,27.91
15720,beli-harddisk-eksternal,biasa aja,2,27.63
15723,beli-harddisk-eksternal,Baik,2,27.52
15795,beli-harddisk-eksternal,pesanan belum datang,1,27.08
15799,beli-harddisk-eksternal,Minta konfirmasi barang gagal atau tidak,1,27.06
15801,beli-harddisk-eksternal,gambar jernih tapi gak support usb,2,27.04
15802,beli-harddisk-eksternal,Pungli?,1,27.04
15803,beli-harddisk-eksternal,Pesanan tidak sampai,1,27.04
15804,beli-harddisk-eksternal,Omong tok!!!,1,27.04
15806,beli-harddisk-eksternal,ahaiii,1,27.02
15807,beli-harddisk-eksternal,sangat kecewa,1,27.02
15808,beli-harddisk-eksternal,Kecewa,1,27.02
15816,beli-harddisk-eksternal,SUMPAH KECEWA!,1,27
15817,beli-harddisk-eksternal,php,1,27
15818,beli-harddisk-eksternal,Sleep error,1,27
15834,beli-harddisk-eksternal,Kecewa,1,27
15838,beli-harddisk-eksternal,BARANG TIDAK SESUAI DESKRIPSI PRODUK,1,26.98
15839,beli-harddisk-eksternal,kecewa,2,26.96
15840,beli-harddisk-eksternal,Gak jelas kacau pengiriman atau toko,1,26.92
15841,beli-harddisk-eksternal,BARANG HANCUR LEBUR,1,26.91
15842,beli-harddisk-eksternal,Mana profesionalisme anda ??,1,26.91
15843,beli-harddisk-eksternal,Dua Bintang,2,26.89
15851,beli-harddisk-eksternal,pengiriman blum di terima,1,26.83
15852,beli-harddisk-eksternal,Terlalu lama mungkin telat,1,26.82
15853,beli-harddisk-eksternal,Paket sampai saat ini belum saya terima.,1,26.81
15854,beli-harddisk-eksternal,Lama pengirimannya,1,26.81
15855,beli-harddisk-eksternal,Lama banget nyampe nya!!,1,26.81
15857,beli-harddisk-eksternal,Lama dan Packing Tidak Aman,1,26.81
15860,beli-harddisk-eksternal,Lamaa,2,26.8
15862,beli-harddisk-eksternal,Bodok,1,26.76
15865,beli-harddisk-eksternal,Ga support usb,1,26.68
15890,beli-harddisk-eksternal,TV beda Model,2,26.64
15893,beli-harddisk-eksternal,KETERLAMBATAN PENGIRIMAN,1,26.6
15895,beli-harddisk-eksternal,maaf saya kecewa,1,26.59
15898,beli-harddisk-eksternal,telaat banget,1,26.55
15900,beli-harddisk-eksternal,Pengiriman Oke...Barang cacat,1,26.55
15982,beli-harddisk-eksternal,Belom Nyampe-2 sp Sekarang,1,36.9
15983,beli-harddisk-eksternal,Dua kali order tapi gak pernah nyampai,1,36.85
15992,beli-harddisk-eksternal,Tanya,1,32.95
15993,beli-harddisk-eksternal,Kok saya beri antena tv nya no signal,1,32.93
15994,beli-harddisk-eksternal,Barang Tidak Sampai,1,32.73
15995,beli-harddisk-eksternal,KECEWA!,1,32.62
15999,beli-harddisk-eksternal,"Barang tidak nyampe nyampe ini,",1,32.17
16005,beli-harddisk-eksternal,Barang belum saya terima,1,32.01
16006,beli-harddisk-eksternal,pesanan saya manaaa,1,32.01
16007,beli-harddisk-eksternal,Konfirmasi kurang jelas,1,32.01
16013,beli-harddisk-eksternal,Lama banget,1,31.87
16014,beli-harddisk-eksternal,Kurang puas layanan kurir,2,31.81
16016,beli-harddisk-eksternal,Belum terima barang,1,31.79
16017,beli-harddisk-eksternal,Cape dehhhhh,1,31.76
16018,beli-harddisk-eksternal,Ga ada dtng,1,31.76
16019,beli-harddisk-eksternal,Barang Belum Terima tapi status diterima,1,31.76
16020,beli-harddisk-eksternal,Mengecewakan,1,31.76
16022,beli-harddisk-eksternal,Kecewa,2,31.76
16030,beli-harddisk-eksternal,Lama,1,31.34
16031,beli-harddisk-eksternal,Molor,1,31.34
16032,beli-harddisk-eksternal,Gak jelas...!!!,1,31.34
16033,beli-harddisk-eksternal,Kecewa pengiriman lamaaa....,1,31.34
16034,beli-harddisk-eksternal,perkiraan sampai maksimal tgl 15 desember,1,31.34
16036,beli-harddisk-eksternal,KECEWA,1,31.33
16047,beli-harddisk-eksternal,Kok tidak bisa nangkap siaran antena y?,1,30.51
16048,beli-harddisk-eksternal,Orderan lama,1,30.51
16049,beli-harddisk-eksternal,Barang tidak dikirim,1,30.51
16050,beli-harddisk-eksternal,Layar TV pecah,1,30.51
16054,beli-harddisk-eksternal,Pengalaman terburuk belanja online,1,30.51
16055,beli-harddisk-eksternal,Ga konsisten,1,30.51
16063,beli-harddisk-eksternal,Lupa jalan ke solo,1,30.5
16064,beli-harddisk-eksternal,"saya belum terima barang tv itu,sudah di klaim terima. jelek bgt jempool kebawah",1,30.45
16083,beli-harddisk-eksternal,Barang Tak Kunjung Sampai,1,29.5
16095,beli-harddisk-eksternal,ko no signal  sih,1,29.01
16098,beli-harddisk-eksternal,Barang bagus tapi sistem pelayanan buruk sekali,2,29.01
16119,beli-harddisk-eksternal,KAPOKKKKKKKKKKKKKKKKKKKKKKKKK,1,29.01
16135,beli-harddisk-eksternal,heran + aneh,1,29
16139,beli-harddisk-eksternal,bergaris biru,1,29
16154,beli-harddisk-eksternal,Barang belum sampai!!!,1,28.79
16163,beli-harddisk-eksternal,Lama Nyampenya,2,28.01
16170,beli-harddisk-eksternal,Barang belum diterima sudah hampir 1bulan,1,28.01
16178,beli-harddisk-eksternal,Barang tidak di terima.,1,28.01
16179,beli-harddisk-eksternal,lama,1,28.01
16180,beli-harddisk-eksternal,Satu bintang,1,28.01
16181,beli-harddisk-eksternal,Pengiriman,1,28.01
16185,beli-harddisk-eksternal,KECEWA Seller LAZADA belum sampai pesanan,1,28.01
16192,beli-harddisk-eksternal,Masalah pengiriman produk tv philips 32,2,28.01
16194,beli-harddisk-eksternal,Belum Digital,1,28.01
16195,beli-harddisk-eksternal,Sampai juga,2,28.01
16196,beli-harddisk-eksternal,Blm datang jua,2,28.01
16199,beli-harddisk-eksternal,Pengiriman barang tidak sesuai estimasi,1,28.01
16200,beli-harddisk-eksternal,Barang belum sampai,1,28.01
16201,beli-harddisk-eksternal,barang tidak sampai2,1,28.01
16207,beli-harddisk-eksternal,Barang belum datang,1,28.01
16212,beli-harddisk-eksternal,Ongkir Lumayan Mahal tapi Lama Datang,2,28.01
16222,beli-harddisk-eksternal,Bracketnya tidak dikasih malah di ganti lampu LED,1,28.01
16242,beli-harddisk-eksternal,Pengen cepet dari produk ini?? Jangan harap!!!,1,28
16243,beli-harddisk-eksternal,Brg ngk tau kmn,1,28
16249,beli-harddisk-eksternal,Philip led 32,1,27.67
16264,beli-harddisk-eksternal,Kesal,2,27
16305,beli-harddisk-eksternal,tv mati,1,24.26
16306,beli-harddisk-eksternal,pengiriman,2,24.26
16312,beli-harddisk-eksternal,Pengiriman via ARK,1,23.84
16313,beli-harddisk-eksternal,Belum dikirim,1,23.84
16332,beli-harddisk-eksternal,Pengiriman agak lama dan tidak diantar sampai tujuan harus dijemput sampai di Tembilahan,1,23.18
16342,beli-harddisk-eksternal,Pengiriman lelet,1,23.01
16344,beli-harddisk-eksternal,Lama,1,23.01
16345,beli-harddisk-eksternal,PAKET BELUM SAMPAI,1,23.01
16349,beli-harddisk-eksternal,lama,1,23.01
16373,beli-harddisk-eksternal,tv jelek,1,22.17
16378,beli-harddisk-eksternal,Barang belum terima,1,22
16380,beli-harddisk-eksternal,Lama,1,22
16381,beli-harddisk-eksternal,Kecewa,2,22
16392,beli-harddisk-eksternal,jangan bikin promo klo bikin kecewa,1,21.92
16400,beli-harddisk-eksternal,Pelayanan CS yg tdk professional,1,21.89
16489,beli-harddisk-eksternal,barang sudah sampe sesuai pesanan,1,21.51
16496,beli-harddisk-eksternal,layar bergaris,1,21.51
16498,beli-harddisk-eksternal,berubah pikiran,2,21.51
16499,beli-harddisk-eksternal,Baru setahun sudah rusak.,1,21.51
16500,beli-harddisk-eksternal,Bagaimana caranya kredit,2,21.51
16529,beli-harddisk-eksternal,remot rusak,2,21.43
16536,beli-harddisk-eksternal,payah,1,21.39
16541,beli-harddisk-eksternal,Resolusi rendah,1,21.34
16562,beli-harddisk-eksternal,Kecewa,1,20.75
16601,beli-harddisk-eksternal,kenapa belum dikirimya,1,20.51
16610,beli-harddisk-eksternal,pengiriman lama,2,20.51
16614,beli-harddisk-eksternal,barang blm sampai ya. estimasi sampai sabtu 23 des,1,20.51
16628,beli-harddisk-eksternal,Why,1,20.51
16632,beli-harddisk-eksternal,Mana bonus bracket saya,1,20.51
16635,beli-harddisk-eksternal,Parah,1,20.51
16648,beli-harddisk-eksternal,Belum terima,1,20.51
16691,beli-harddisk-eksternal,bracket tdk tersedia di bok,2,20.07
16692,beli-harddisk-eksternal,Tv rusak layar led gambarnya retak,1,20.06
16697,beli-harddisk-eksternal,Cukup bagus & worth it tapi ada dead pixel 1,2,20.03
16699,beli-harddisk-eksternal,Mengecewakan,1,20.02
16700,beli-harddisk-eksternal,Cukup Bagus,2,20.02
16701,beli-harddisk-eksternal,No bracket,2,20.02
16705,beli-harddisk-eksternal,pelayanan lazada mulai menurun,1,20
16706,beli-harddisk-eksternal,Free Bracket hanya PHP,1,19.98
16744,beli-harddisk-eksternal,Kecewa,1,19.5
16750,beli-harddisk-eksternal,Menunggu Kedatangan,1,19.5
16779,beli-harddisk-eksternal,tv led philips 32,2,18.22
16820,beli-harddisk-eksternal,Bisa ditukar ga? Layar bergaris nih,2,17.58
16828,beli-harddisk-eksternal,Mengecewakan,1,17.52
16829,beli-harddisk-eksternal,Bad,1,17.52
16830,beli-harddisk-eksternal,Koq kota dluar jabodetabek g bs beli gmana ini,1,17.52
16834,beli-harddisk-eksternal,Cancel,1,17.49
16843,beli-harddisk-eksternal,Pengiriman lama,1,17.44
16846,beli-harddisk-eksternal,Sdkt kecewa kurirnya gx sabaran,2,17.1
16962,beli-harddisk-eksternal,"Mohon petunjuk tv blom 1 thun udh gk bisa nyala iniasih garansi kan gan, garansi philips area surabaya dimana yagan....",2,15.45
16983,beli-harddisk-eksternal,Buruk,1,32.05
16992,beli-harddisk-eksternal,"barang tidak Terinstal aplikasi apapun""Kecewa""",2,28
17001,beli-harddisk-eksternal,produk mengecewakan,1,23.84
17002,beli-harddisk-eksternal,Tolong ganti unit,1,23.62
17061,beli-harddisk-eksternal,Notebook Mati,2,33.08
17062,beli-harddisk-eksternal,Pengembalian dana belum diterima,1,31.74
17067,beli-harddisk-eksternal,bisa garansi ganti barang?,1,23.01
17090,beli-harddisk-eksternal,Satu bintang,1,17.7
17091,beli-harddisk-eksternal,Satu bintang,1,17.7
17092,beli-harddisk-eksternal,Kecewa,1,17.11
17095,beli-harddisk-eksternal,Jual jangan kosong,1,16.85
17099,beli-harddisk-eksternal,cicilan,2,15.05
17145,beli-harddisk-eksternal,Bad Product,1,32.19
17147,beli-harddisk-eksternal,Touchped Tidak berfungsi.,1,31.96
17150,beli-harddisk-eksternal,ga puas,2,31.71
17154,beli-harddisk-eksternal,bingung,1,31.34
17157,beli-harddisk-eksternal,Kecewa sekali,2,30.2
17180,beli-harddisk-eksternal,KECEWA,1,23.79
17182,beli-harddisk-eksternal,Bad,1,23.52
17193,beli-harddisk-eksternal,tidak berfungsi,1,21.88
17198,beli-harddisk-eksternal,Cicilan,1,21.29
17207,beli-harddisk-eksternal,Produk yang saya maksud salah,1,20.5
17215,beli-harddisk-eksternal,Barang barang di Lazada,1,19.5
17230,beli-harddisk-eksternal,Bartanya,1,17.53
17232,beli-harddisk-eksternal,Lama krm barang nya nihhh,1,17.09
17360,beli-harddisk-eksternal,Pelayananya,1,21.86
17368,beli-harddisk-eksternal,Touchpad ga berfungsi,2,19.82
17376,beli-harddisk-eksternal,Buruk dan mengecewakan,1,17.47
17415,beli-harddisk-eksternal,Gak memuaskan,1,21.75
17501,beli-harddisk-eksternal,LAYAR LED DI TERIMA DALAM KEADAAN PECAH,1,33.57
17503,beli-harddisk-eksternal,Pesanan dibatalkan,1,32.83
17505,beli-harddisk-eksternal,Tanda Tidak Normal Saat TV di Nyalakan,1,32.49
17506,beli-harddisk-eksternal,kecewa dgn pengirimannya,1,32.49
17507,beli-harddisk-eksternal,jelek,2,32.49
17533,beli-harddisk-eksternal,Layar led pecah,1,25.47
17534,beli-harddisk-eksternal,Menyedihkan!!!,1,25.26
17535,beli-harddisk-eksternal,pengiriman 15 hari,1,25.17
17544,beli-harddisk-eksternal,Tv baru tapi tanpa segel,2,23.84
17567,beli-harddisk-eksternal,aksesoris tidak ada,1,22.49
17568,beli-harddisk-eksternal,Cara pengembalian bagaimana. Layar retak,1,22.49
17577,beli-harddisk-eksternal,layar pecah,1,21.51
17579,beli-harddisk-eksternal,barang tidak sampai,1,21.51
17749,beli-harddisk-eksternal,7hari barang belum diterima,1,32.87
17752,beli-harddisk-eksternal,PENGIRIMAN SUPER BOYOT,1,32.17
17753,beli-harddisk-eksternal,TOP TAPI TIDAK BONAFID,1,32.16
17754,beli-harddisk-eksternal,Barang 15 hari ga sampe²,1,32.01
17757,beli-harddisk-eksternal,Pengiriman lama complain ke CS gak memberikan solusi,1,31.91
17760,beli-harddisk-eksternal,GAK PROFESSIONAL,1,31.51
17761,beli-harddisk-eksternal,Payah,2,31.51
17762,beli-harddisk-eksternal,Menu tv,1,31.49
17767,beli-harddisk-eksternal,Kapok,1,31.01
17778,beli-harddisk-eksternal,Mohon sesuai estimasi pengiriman,2,28.86
17779,beli-harddisk-eksternal,BAD SELLER,1,28.83
17780,beli-harddisk-eksternal,KECEWA,1,28.83
17785,beli-harddisk-eksternal,pengiriman barang lama,1,28.01
17799,beli-harddisk-eksternal,Tv nya retak di layar,1,23.01
17812,beli-harddisk-eksternal,pengiriman lama,1,21.5
17831,beli-harddisk-eksternal,Tanks lazada,2,20.51
17942,beli-harddisk-eksternal,"BARANG BELUM SAMPAI, TAPI SUDAH DAPAT EMAIL BARANG SAMPAI",1,32.51
17947,beli-harddisk-eksternal,untungnya belanja di lazada,1,31.89
17973,beli-harddisk-eksternal,Estimasi,2,30.51
18094,beli-harddisk-eksternal,Kemana pesanan saya,1,28.01
18097,beli-harddisk-eksternal,Flashdisk rusak,1,28.01
18104,beli-harddisk-eksternal,FLASHDISK YANG TERIMA CUMAN 14GB,1,28.01
18111,beli-harddisk-eksternal,ninja xpress kacau,1,28.01
18149,beli-harddisk-eksternal,BARANGNYA BELUM SAMPAI,1,28.01
18166,beli-harddisk-eksternal,Dua Bintang,2,28
18328,beli-harddisk-eksternal,Isi flash disk tdk sesuai,1,24.58
18440,beli-harddisk-eksternal,Ngaret,2,23.22
18459,beli-harddisk-eksternal,Kapasitas,2,22.99
18461,beli-harddisk-eksternal,Tidak sesuai,2,22.81
18684,beli-harddisk-eksternal,jelek,1,22.49
18743,beli-harddisk-eksternal,Lumayan produk nya,2,22.47
18744,beli-harddisk-eksternal,kecewa,1,22.47
18876,beli-harddisk-eksternal,pengiriman telat,1,21.51
18888,beli-harddisk-eksternal,barang belum sampai ketujuan tapi sudah di klaim sama org lain,1,21.51
18924,beli-harddisk-eksternal,Pengiriman telat 1 minggu dari estimasi.,1,32.29
18926,beli-harddisk-eksternal,Sensor TV RUSAK,1,29.01
18959,beli-harddisk-eksternal,barang bermasalah,1,20.51
18972,beli-harddisk-eksternal,Nyasar 7 hari belum sampai,1,32.35
18980,beli-harddisk-eksternal,g bisa order laptop,1,21.54
18981,beli-harddisk-eksternal,kesel,1,21.09
19143,beli-harddisk-eksternal,Cara garansi gimana??,2,33.85
19150,beli-harddisk-eksternal,pelayanan tidak memuaskan,2,33.23
19151,beli-harddisk-eksternal,kecewaaaaa,1,33.19
19171,beli-harddisk-eksternal,Pengiriman,1,32.34
19186,beli-harddisk-eksternal,pengiriman telat,1,32.01
19189,beli-harddisk-eksternal,kecewa banget,1,31.76
19277,beli-harddisk-eksternal,Pengiriman yg bermasalah,2,29.01
19282,beli-harddisk-eksternal,produk tidak sesuai dengan jawaban atas pertanyaan tentang produk,2,29
19335,beli-harddisk-eksternal,Satu bintang,1,25.64
19399,beli-harddisk-eksternal,Tidak bisa COD,1,25.26
19401,beli-harddisk-eksternal,LCD HANCUR,1,25.04
19406,beli-harddisk-eksternal,USB nya ga bisa play movie,1,24.67
19441,beli-harddisk-eksternal,"Led sharp 32 ""180",1,24.51
19445,beli-harddisk-eksternal,Lamaaaaa nyampenya,2,24.3
19470,beli-harddisk-eksternal,Kotak agak kusam Tidak fres,1,24.01
19471,beli-harddisk-eksternal,proses expedisi lama,1,24.01
19473,beli-harddisk-eksternal,Barang ok,1,23.84
19536,beli-harddisk-eksternal,Ga ada barang . Suruh nulis alasan apa,1,23.01
19538,beli-harddisk-eksternal,Kecewa,1,23.01
19564,beli-harddisk-eksternal,Barang Tidak Sesuai.,1,22.06
19586,beli-harddisk-eksternal,Koreksi,1,21.94
19594,beli-harddisk-eksternal,Remot sama Kaki nya kirim,1,21.51
19604,beli-harddisk-eksternal,akhir nya uda nyampe,1,21.51
19606,beli-harddisk-eksternal,Pengiriman lama,1,21.51
19611,beli-harddisk-eksternal,Pengiriman nya lamban,1,21.51
19623,beli-harddisk-eksternal,Komplain,1,20.51
20289,beli-harddisk-eksternal,Saya masih ragu untuk Via Transfer,1,21.99
20419,beli-harddisk-eksternal,kecewaaaaaa,1,23.35
20596,beli-harddisk-eksternal,Belum sampe sampe,2,28.01
20607,beli-harddisk-eksternal,parah!!!,1,37.75
20614,beli-harddisk-eksternal,Ga bisa diorder,2,28
20670,beli-harddisk-eksternal,pesanan sejak tgl 8 januari blm sampai,1,30.51
20671,beli-harddisk-eksternal,Lama,1,21.25
20698,beli-harddisk-eksternal,produk mengecewakan tak bisa dpake proses pengembalian ribet,1,34.2
20730,beli-harddisk-eksternal,Kecewa berat,1,28.01
20773,beli-harddisk-eksternal,"masak pesan satu yang dikirim 2 biji sama harus bayar 2 kali lipat -,- gak sesuai nih sama yang diajukan",1,23.05
20971,beli-harddisk-eksternal,BRAKET TIDAK ADA,1,22.49
21010,beli-harddisk-eksternal,Barang belum sampai kok disuruh menilai??????,1,25.05
21192,beli-harddisk-eksternal,Barang belum sampai,1,31.58
21193,beli-harddisk-eksternal,Kok pesanan saya di batalkan ? ??,1,31.34
21203,beli-harddisk-eksternal,Pesanan kapan datang???,1,30.51
21205,beli-harddisk-eksternal,telat,1,30.51
21287,beli-harddisk-eksternal,Yang benar Yang mana ???,1,28.79
21314,beli-harddisk-eksternal,Bingung,2,28.01
21319,beli-harddisk-eksternal,Kecewa,1,28.01
21324,beli-harddisk-eksternal,Satu bintang,1,28.01
21406,beli-harddisk-eksternal,BEDA,2,23.03
21408,beli-harddisk-eksternal,payah,1,23.01
21523,beli-harddisk-eksternal,kecewa,2,21.51
21539,beli-harddisk-eksternal,RUSAK,1,21.51
21579,beli-harddisk-eksternal,koq g kebaca?,1,21.42
21672,beli-harddisk-eksternal,Pesenan saya,1,20.51
21698,beli-harddisk-eksternal,Error,2,20.51
21789,beli-harddisk-eksternal,Penipuan,1,20.5
21794,beli-harddisk-eksternal,Kecewa,1,20.5
22505,beli-harddisk-eksternal,Pengiriman Via Gojek,2,28.79
22580,beli-harddisk-eksternal,Tidak ada kartu garansi,1,26.87
22596,beli-harddisk-eksternal,write protect,1,26.65
22636,beli-harddisk-eksternal,tidak puas,1,26.24
24436,beli-harddisk-eksternal,Muncul suara menggangu (mirip suara jangkrik),1,33.7
24531,beli-harddisk-eksternal,yaaa datangnya sih laptop,2,32.76
24595,beli-harddisk-eksternal,Pesanan # 3424257566,1,26.18
24762,beli-harddisk-eksternal,kecewa,1,21.51
24768,beli-harddisk-eksternal,barang rusak,1,29.01
24811,beli-harddisk-eksternal,Kw 100%,1,29
24813,beli-harddisk-eksternal,Kurang teliti,2,33.7
24814,beli-harddisk-eksternal,Packing tidak layak,1,32.76
24826,beli-harddisk-eksternal,Rusak,1,21.97
24857,beli-harddisk-eksternal,eror,1,21.51
24876,beli-harddisk-eksternal,"saya pesan flasdisk 32Gb, kenapa dikirim yg 8 Gb saya kecewa skali..dan untuk bonusnya sudah benar 16 Gb. gmn nie.. apa saya retur gmn...",1,15.52
24890,beli-harddisk-eksternal,Barang tidak sesuai harapan,1,34.01
24893,beli-harddisk-eksternal,kecewa,1,32.34
24894,beli-harddisk-eksternal,Mengecewakan,1,32.34
24895,beli-harddisk-eksternal,NOT RECOMMENDED,1,31.95
24897,beli-harddisk-eksternal,Belum puas kasih 2 bintang dl,2,31.93
24898,beli-harddisk-eksternal,Bonus tidak memuaskan,2,31.51
24901,beli-harddisk-eksternal,Mengecewakan,1,30.63
24904,beli-harddisk-eksternal,Barang sudah di terima.,2,29.01
24915,beli-harddisk-eksternal,Flashdisk Tosiba 64 GB,1,22.51
24920,beli-harddisk-eksternal,barang tidak sesuai deskripsinya,1,22.49
24929,beli-harddisk-eksternal,rusak,1,21.94
24930,beli-harddisk-eksternal,aga kecewa,2,21.94
24932,beli-harddisk-eksternal,kecewa,1,21.51
24933,beli-harddisk-eksternal,Jangan Beli Disini,1,21.51
24936,beli-harddisk-eksternal,kecewa + banget,1,21.51
24941,beli-harddisk-eksternal,Flesdis,1,21.51
24946,beli-harddisk-eksternal,Sangat kecewa,1,21.51
24949,beli-harddisk-eksternal,flasdisk toshiba,1,21.51
24950,beli-harddisk-eksternal,KECEWA BANGET,1,21.51
24957,beli-harddisk-eksternal,so bad produk,1,21.5
24958,beli-harddisk-eksternal,kecewa!!!,2,21.5
24959,beli-harddisk-eksternal,bonus flash disc 16 GB nya tdk bs dipakai alias rusak.  bagaimana untuk meminta gantinya??,1,21.5
24994,beli-harddisk-eksternal,ini gmn sih ka flashdisk nya ko gk bsa dibuka video nya . dua² nya flashdisk nya gk bsa dibuka cma kabel flashdisk nya aja yg nyambung? trus ini gmn ka bsa ditukar apa gk?,1,15.45
25056,beli-harddisk-eksternal,KECEWA!!!!!!!,1,16.51
25352,beli-harddisk-eksternal,Bagus,2,27.5
25584,beli-harddisk-eksternal,barang eror,1,33.08
25585,beli-harddisk-eksternal,"FLASHDISK KW, isi sebenarnya cuma 512mb",1,31.51
25620,beli-harddisk-eksternal,tidak puas,1,21.5
25643,beli-harddisk-eksternal,No No No,2,27
25662,beli-harddisk-eksternal,barang ny bagus,2,27
25696,beli-harddisk-eksternal,Kereeenn,2,20.42
25727,beli-harddisk-eksternal,bagusss,1,19.58
25729,beli-harddisk-eksternal,Barang satu nya gak dkirim lg,1,19.57
25758,beli-harddisk-eksternal,Kualitas kurang,1,19.5
25759,beli-harddisk-eksternal,Tidak sesuai kapasitas,2,19.5
26046,beli-harddisk-eksternal,Kecewa,1,20.2
26058,beli-harddisk-eksternal,Kurang memuaskan,2,19.46
26099,beli-harddisk-eksternal,"Yg dikirim tidak sesuai, saya masa dikirim antivirus kispersky",1,28.01
27011,beli-harddisk-eksternal,sampah,1,24.01
27241,beli-harddisk-eksternal,Kecewa,1,30.63
